SITE_NAME,BEGIN,END,PERIOD_EUR,DAYS_INVOICE,KWH_NEW,DAYLY_AVERAGE_CONSUMPTION,INVOICES
1242BR,2018-01-01,2018-01-31,"282,19",31,2131.0,68.74,34
1242BR,2018-01-02,2018-02-28,"263,77",58,1916.0,33.03,34
1242BR,2018-01-03,2018-03-31,"274,22",88,2038.0,23.16,34
1242BR,2018-01-04,2018-04-30,"301,82",117,2360.0,20.17,34
1242BR,2018-01-05,2018-05-31,"299,50",147,2333.0,15.87,34
1242BR,2018-01-06,2018-06-30,"308,16",176,2434.0,13.83,34
1242BR,2018-01-07,2018-07-31,"301,73",206,2359.0,11.45,34
1242BR,2018-01-08,2018-08-31,"292,12",236,2245.0,9.51,34
1242BR,2018-01-09,2018-09-30,"296,06",265,2291.0,8.65,34
1242BR,2018-01-10,2018-10-31,"286,97",295,2185.0,7.41,34
1242BR,2018-01-11,2018-11-30,"282,53",324,2133.0,6.58,34
1242BR,2018-01-12,2018-12-31,"295,31",354,2282.0,6.45,34
1242BR,2019-01-01,2019-01-31,"305,84",31,2108.0,68.0,34
1242BR,2019-01-02,2019-02-28,"311,32",58,2164.0,37.31,34
1242BR,2019-01-03,2019-03-31,"315,43",88,2206.0,25.07,34
1242BR,2019-01-04,2019-04-30,"313,48",117,2186.0,18.68,34
1242BR,2019-01-05,2019-05-31,"313,77",147,2189.0,14.89,34
1242BR,2019-01-06,2019-06-30,"337,25",176,2429.0,13.8,34
1242BR,2019-01-07,2019-07-31,"328,25",206,2337.0,11.34,34
1242BR,2019-01-08,2019-08-31,"328,64",236,2341.0,9.92,34
1242BR,2019-01-09,2019-09-30,"334,51",265,2401.0,9.06,34
1242BR,2019-01-10,2019-10-31,"315,73",295,2209.0,7.49,34
1242BR,2019-01-11,2019-11-30,"297,82",324,2026.0,6.25,34
1242BR,2019-01-12,2019-12-31,"299,87",354,2047.0,5.78,34
1242BR,2020-01-01,2020-01-31,"334,07",31,2408.0,77.68,34
1242BR,2020-01-02,2020-02-29,"301,74",59,2076.0,35.19,34
1242BR,2020-01-03,2020-03-31,"329,69",89,2363.0,26.55,34
1242BR,2020-01-04,2020-04-30,"305,54",118,2115.0,17.92,34
1242BR,2020-01-05,2020-05-31,"314,11",148,2203.0,14.89,34
1242BR,2020-01-06,2020-06-30,"329,69",177,2363.0,13.35,34
1242BR,2020-01-08,2020-08-31,"324,72",237,2312.0,9.76,34
1242BR,2020-01-09,2020-09-30,"291,51",266,1971.0,7.41,34
1242BR,2020-01-10,2020-10-31,"301,93",296,2078.0,7.02,34
1242BR,2020-01-11,2020-11-30,"310,41",325,2165.0,6.66,34
1243BR,2018-01-01,2018-01-31,"178,78",31,1590.0,51.29,35
1243BR,2018-01-02,2018-02-28,"162,82",58,1441.0,24.84,35
1243BR,2018-01-03,2018-03-31,"178,21",88,1585.0,18.01,35
1243BR,2018-01-04,2018-04-30,"174,72",117,1553.0,13.27,35
1243BR,2018-01-05,2018-05-31,"184,75",147,1648.0,11.21,35
1243BR,2018-01-06,2018-06-30,"182,12",176,1624.0,9.23,35
1243BR,2018-01-07,2018-07-31,"191,12",206,1708.0,8.29,35
1243BR,2018-01-08,2018-08-31,"195,28",236,1748.0,7.41,35
1243BR,2018-01-09,2018-09-30,"178,30",265,1575.0,5.94,35
1243BR,2018-01-10,2018-10-31,"180,84",295,1598.0,5.42,35
1243BR,2018-01-11,2018-11-30,"173,86",324,1533.0,4.73,35
1243BR,2018-01-12,2018-12-31,"179,44",354,1585.0,4.48,35
1243BR,2019-01-01,2019-01-31,"175,38",31,1586.0,51.16,35
1243BR,2019-01-02,2019-02-28,"158,15",58,1422.0,24.52,35
1243BR,2019-01-03,2019-03-31,"174,21",88,1575.0,17.9,35
1243BR,2019-01-04,2019-04-30,"170,67",117,1542.0,13.18,35
1243BR,2019-01-05,2019-05-31,"176,86",147,1601.0,10.89,35
1243BR,2019-01-06,2019-06-30,"185,92",176,1691.0,9.61,35
1243BR,2019-01-07,2019-07-31,"189,66",206,1726.0,8.38,35
1243BR,2019-01-08,2019-08-31,"188,88",236,1719.0,7.28,35
1243BR,2019-01-09,2019-09-30,"175,33",265,1588.0,5.99,35
1243BR,2019-01-10,2019-10-31,"177,52",295,1608.0,5.45,35
1243BR,2019-01-11,2019-11-30,"170,16",324,1538.0,4.75,35
1243BR,2019-01-12,2019-12-31,"176,50",354,1599.0,4.52,35
1243BR,2020-01-01,2020-01-31,"210,97",31,1613.0,52.03,35
1243BR,2020-01-02,2020-02-29,"194,59",59,1482.0,25.12,35
1243BR,2020-01-03,2020-03-31,"206,73",89,1587.0,17.83,35
1243BR,2020-01-04,2020-04-30,"200,63",118,1539.0,13.04,35
1243BR,2020-01-05,2020-05-31,"229,32",148,1777.0,12.01,35
1243BR,2020-01-06,2020-06-30,"231,56",177,1796.0,10.15,35
1243BR,2020-01-07,2020-07-31,"257,47",207,2007.0,9.7,35
1243BR,2020-01-08,2020-08-31,"261,97",237,2044.0,8.62,35
1243BR,2020-01-09,2020-09-30,"243,87",266,1897.0,7.13,35
1243BR,2020-01-10,2020-10-31,"244,47",296,1901.0,6.42,35
1243BR,2020-01-11,2020-11-30,"232,85",325,1807.0,5.56,35
1244BR,2018-01-01,2018-10-25,"1 782,64",298,,,3
1244BR,2018-10-26,2018-12-31,"433,02",67,3679.0,54.91,3
1244BR,2019-01-01,2019-12-31,"2 379,45",365,,,3
1245BR,2018-01-01,2018-03-31,"681,95",90,5718.0,63.53,11
1245BR,2018-01-04,2018-06-30,"744,88",178,6260.0,35.17,11
1245BR,2018-01-07,2018-09-30,"817,31",267,6850.0,25.66,11
1245BR,2018-01-10,2018-12-31,"752,10",356,6457.0,18.14,11
1245BR,2019-01-01,2019-03-31,"989,24",90,7367.0,81.86,11
1245BR,2019-01-04,2019-06-30,"1 009,61",178,7544.0,42.38,11
1245BR,2019-01-07,2019-09-30,"986,13",267,7374.0,27.62,11
1245BR,2019-01-10,2019-12-31,"843,48",356,6230.0,17.5,11
1245BR,2020-01-01,2020-03-31,"1 159,23",91,8660.0,95.16,11
1245BR,2020-01-04,2020-06-30,"1 137,19",179,7103.0,39.68,11
1245BR,2020-01-07,2020-09-30,"1 263,40",268,7919.0,29.55,11
1246BR,2018-01-01,2018-03-14,"680,84",73,5910.0,80.96,3
1246BR,2018-03-15,2018-12-31,"2 683,77",292,,,3
1246BR,2019-01-01,2019-12-31,"3 330,15",365,,,3
1249BR,2018-01-01,2018-11-14,"2 363,95",318,,,3
1249BR,2018-11-15,2018-12-31,"357,17",47,3013.0,64.11,3
1249BR,2019-01-01,2019-12-31,"3 186,79",365,,,3
1250BR,2018-01-01,2018-03-31,"777,46",90,6641.0,73.79,11
1250BR,2018-01-04,2018-06-30,"657,68",178,7010.0,39.38,11
1250BR,2018-01-07,2018-09-30,"769,94",267,8579.0,32.13,11
1250BR,2018-01-10,2018-12-31,"787,97",356,6870.0,19.3,11
1250BR,2019-01-01,2019-03-31,"656,48",90,5525.0,61.39,11
1250BR,2019-01-04,2019-06-30,"937,55",178,7086.0,39.81,11
1250BR,2019-01-07,2019-09-30,"971,26",267,7271.0,27.23,11
1250BR,2019-01-10,2019-12-31,"970,02",356,7341.0,20.62,11
1250BR,2020-01-01,2020-03-31,"728,67",91,6172.0,67.82,11
1250BR,2020-01-04,2020-06-30,"1 048,32",179,8237.0,46.02,11
1250BR,2020-01-07,2020-09-30,"942,65",268,7390.0,27.57,11
1251BR,2018-01-01,2018-01-05,"1 039,37",5,8948.0,1789.6,3
1251BR,2018-02-05,2018-12-31,"2 357,09",330,,,3
1251BR,2019-01-01,2019-12-31,"3 270,81",365,,,3
1976BR,2018-01-01,2018-03-31,"608,03",90,6313.0,70.14,11
1976BR,2018-01-04,2018-06-30,"613,79",178,6407.0,35.99,11
1976BR,2018-01-07,2018-09-30,"632,97",267,6621.0,24.8,11
1976BR,2018-01-10,2018-12-31,"705,24",356,7263.0,20.4,11
1976BR,2019-01-01,2019-03-31,"930,86",90,7902.0,87.8,11
1976BR,2019-01-04,2019-06-30,"921,75",178,7838.0,44.03,11
1976BR,2019-01-07,2019-09-30,"951,87",267,8101.0,30.34,11
1976BR,2019-01-10,2019-12-31,"866,65",356,7484.0,21.02,11
1976BR,2020-01-01,2020-03-31,"839,04",91,7296.0,80.18,11
1976BR,2020-01-04,2020-06-30,"893,20",179,7720.0,43.13,11
1976BR,2020-01-07,2020-09-30,"934,96",268,8123.0,30.31,11
1975BR,2018-01-01,2018-05-13,"1 021,88",133,8682.0,65.28,3
1975BR,2018-05-14,2018-12-31,"1 836,46",232,,,3
1975BR,2019-01-01,2019-12-31,"3 026,75",365,,,3
1069BB,2018-01-01,2018-01-31,"333,90",31,2574.0,83.03,35
1069BB,2018-01-02,2018-02-28,"302,53",58,2324.0,40.07,35
1069BB,2018-01-03,2018-03-31,"334,72",88,2574.0,29.25,35
1069BB,2018-01-04,2018-04-30,"328,57",117,2524.0,21.57,35
1069BB,2018-01-05,2018-05-31,"342,14",147,2629.0,17.88,35
1069BB,2018-01-06,2018-06-30,"332,46",176,2553.0,14.51,35
1069BB,2018-01-07,2018-07-31,"342,63",206,2633.0,12.78,35
1069BB,2018-01-08,2018-08-31,"363,48",236,2792.0,11.83,35
1069BB,2018-01-09,2018-09-30,"375,60",265,2878.0,10.86,35
1069BB,2018-01-10,2018-10-31,"385,44",295,2959.0,10.03,35
1069BB,2018-01-11,2018-11-30,"372,82",324,2859.0,8.82,35
1069BB,2018-01-12,2018-12-31,"385,06",354,2957.0,8.35,35
1069BB,2019-01-01,2019-01-31,"366,35",31,2947.0,95.06,35
1069BB,2019-01-02,2019-02-28,"333,28",58,2671.0,46.05,35
1069BB,2019-01-03,2019-03-31,"367,27",88,2953.0,33.56,35
1069BB,2019-01-04,2019-04-30,"356,66",117,2865.0,24.49,35
1069BB,2019-01-05,2019-05-31,"357,71",147,2880.0,19.59,35
1069BB,2019-01-06,2019-06-30,"325,18",176,2604.0,14.8,35
1069BB,2019-01-07,2019-07-31,"334,02",206,2680.0,13.01,35
1069BB,2019-01-08,2019-08-31,"335,09",236,2688.0,11.39,35
1069BB,2019-01-09,2019-09-30,"322,33",265,2582.0,9.74,35
1069BB,2019-01-10,2019-10-31,"332,95",295,2672.0,9.06,35
1069BB,2019-01-11,2019-11-30,"321,03",324,2571.0,7.94,35
1069BB,2019-01-12,2019-12-31,"331,16",354,2657.0,7.51,35
1069BB,2020-01-01,2020-01-31,"414,20",31,2680.0,86.45,35
1069BB,2020-01-02,2020-02-29,"393,73",59,2544.0,43.12,35
1069BB,2020-01-03,2020-03-31,"437,51",89,2823.0,31.72,35
1069BB,2020-01-04,2020-04-30,"437,18",118,2825.0,23.94,35
1069BB,2020-01-05,2020-05-31,"446,99",148,2891.0,19.53,35
1069BB,2020-01-06,2020-06-30,"429,89",177,2778.0,15.69,35
1069BB,2020-01-07,2020-07-31,"458,06",207,2917.0,14.09,35
1069BB,2020-01-08,2020-08-31,"454,05",237,2959.0,12.49,35
1069BB,2020-01-09,2020-09-30,"438,04",266,2849.0,10.71,35
1069BB,2020-01-10,2020-10-31,"449,73",296,2927.0,9.89,35
1069BB,2020-01-11,2020-11-30,"390,19",325,2815.0,8.66,35
1070BB,2018-01-01,2018-06-30,"2 389,43",181,,,5
1070BB,2018-01-07,2018-12-31,"2 404,60",359,,,5
1070BB,2019-01-01,2019-06-30,"2 806,68",181,,,5
1070BB,2019-01-07,2019-12-31,"2 898,40",359,,,5
1070BB,2020-01-01,2020-06-30,"2 876,40",182,,,5
1071BB,2018-01-01,2018-01-31,"370,22",31,2774.0,89.48,35
1071BB,2018-01-02,2018-02-28,"336,37",58,2504.0,43.17,35
1071BB,2018-01-03,2018-03-31,"372,39",88,2790.0,31.7,35
1071BB,2018-01-04,2018-04-30,"352,85",117,2740.0,23.42,35
1071BB,2018-01-05,2018-05-31,"381,80",147,2965.0,20.17,35
1071BB,2018-01-06,2018-06-30,"373,40",176,2899.0,16.47,35
1071BB,2018-01-07,2018-07-31,"383,75",206,2984.0,14.49,35
1071BB,2018-01-08,2018-08-31,"389,45",236,3029.0,12.83,35
1071BB,2018-01-09,2018-09-30,"224,13",265,1708.0,6.45,35
1071BB,2018-01-10,2018-10-31,"199,65",295,1516.0,5.14,35
1071BB,2018-01-11,2018-11-30,"192,40",324,1459.0,4.5,35
1071BB,2018-01-12,2018-12-31,"198,07",354,1504.0,4.25,35
1071BB,2019-01-01,2019-01-31,"195,68",31,1555.0,50.16,35
1071BB,2019-01-02,2019-02-28,"180,18",58,1425.0,24.57,35
1071BB,2019-01-03,2019-03-31,"198,03",88,1573.0,17.88,35
1071BB,2019-01-04,2019-04-30,"193,23",117,1533.0,13.1,35
1071BB,2019-01-05,2019-05-31,"199,91",147,1590.0,10.82,35
1071BB,2019-01-06,2019-06-30,"200,72",176,1590.0,9.03,35
1071BB,2019-01-07,2019-07-31,"205,75",206,1634.0,7.93,35
1071BB,2019-01-08,2019-08-31,"209,54",236,1664.0,7.05,35
1071BB,2019-01-09,2019-09-30,"198,45",265,1575.0,5.94,35
1071BB,2019-01-10,2019-10-31,"203,63",295,1620.0,5.49,35
1071BB,2019-01-11,2019-11-30,"195,82",324,1556.0,4.8,35
1071BB,2019-01-12,2019-12-31,"201,70",354,1605.0,4.53,35
1071BB,2020-01-01,2020-01-31,"231,74",31,1605.0,51.77,35
1071BB,2020-01-02,2020-02-29,"217,24",59,1500.0,25.42,35
1071BB,2020-01-03,2020-03-31,"233,24",89,1613.0,18.12,35
1071BB,2020-01-04,2020-04-30,"225,98",118,1566.0,13.27,35
1071BB,2020-01-05,2020-05-31,"289,12",148,2023.0,13.67,35
1071BB,2020-01-06,2020-06-30,"333,04",177,2335.0,13.19,35
1071BB,2020-01-07,2020-07-31,"362,98",207,2548.0,12.31,35
1071BB,2020-01-08,2020-08-31,"363,65",237,2556.0,10.78,35
1071BB,2020-01-09,2020-09-30,"346,94",266,2437.0,9.16,35
1071BB,2020-01-10,2020-10-31,"354,08",296,2493.0,8.42,35
1071BB,2020-01-11,2020-11-30,"329,31",325,2373.0,7.3,35
1984BB,2018-01-01,2018-12-31,"1 544,86",365,,,2
1984BB,2019-01-01,2019-12-31,"3 816,19",365,,,2
1983BB,2018-01-01,2018-12-31,"2 751,26",365,,,24
1983BB,2019-01-01,2019-01-31,"218,32",31,1606.0,51.81,24
1983BB,2019-01-02,2019-02-28,"185,98",58,1451.0,25.02,24
1983BB,2019-01-03,2019-03-31,"206,76",88,1621.0,18.42,24
1983BB,2019-01-04,2019-04-30,"199,61",117,1564.0,13.37,24
1983BB,2019-01-05,2019-05-31,"206,57",147,1623.0,11.04,24
1983BB,2019-01-06,2019-06-30,"210,36",176,1644.0,9.34,24
1983BB,2019-01-07,2019-07-31,"211,55",206,1659.0,8.05,24
1983BB,2019-01-08,2019-08-31,"214,82",236,1683.0,7.13,24
1983BB,2019-01-09,2019-09-30,"202,47",265,1587.0,5.99,24
1983BB,2019-01-10,2019-10-31,"211,71",295,1672.0,5.67,24
1983BB,2019-01-11,2019-11-30,"200,05",324,1569.0,4.84,24
1983BB,2019-01-12,2019-12-31,"205,14",354,1612.0,4.55,24
1983BB,2020-01-01,2020-01-31,"235,80",31,1613.0,52.03,24
1983BB,2020-01-02,2020-02-29,"222,06",59,1514.0,25.66,24
1983BB,2020-01-03,2020-03-31,"251,22",89,1725.0,19.38,24
1983BB,2020-01-04,2020-04-30,"317,38",118,2210.0,18.73,24
1983BB,2020-01-05,2020-05-31,"346,47",148,2413.0,16.3,24
1983BB,2020-01-06,2020-06-30,"361,68",177,2512.0,14.19,24
1983BB,2020-01-07,2020-07-31,"380,66",207,2655.0,12.83,24
1983BB,2020-01-08,2020-08-31,"386,28",237,2702.0,11.4,24
1983BB,2020-01-09,2020-09-30,"370,31",266,2588.0,9.73,24
1983BB,2020-01-10,2020-10-31,"375,39",296,2632.0,8.89,24
1983BB,2020-01-11,2020-11-30,"347,97",325,2514.0,7.74,24
1982BB,2018-01-01,2018-01-31,"147,52",31,1009.0,32.55,35
1982BB,2018-01-02,2018-02-28,"137,62",58,92.0,1.59,35
1982BB,2018-01-03,2018-03-31,"148,12",88,1014.0,11.52,35
1982BB,2018-01-04,2018-04-30,"132,68",117,1007.0,8.61,35
1982BB,2018-01-05,2018-05-31,"140,40",147,1066.0,7.25,35
1982BB,2018-01-06,2018-06-30,"140,64",176,1073.0,6.1,35
1982BB,2018-01-07,2018-07-31,"147,83",206,1123.0,5.45,35
1982BB,2018-01-08,2018-08-31,"146,25",236,1110.0,4.7,35
1982BB,2018-01-09,2018-09-30,"115,94",265,89.0,0.34,35
1982BB,2018-01-10,2018-10-31,"118,67",295,82.0,0.28,35
1982BB,2018-01-11,2018-11-30,"114,89",324,82.0,0.25,35
1982BB,2018-01-12,2018-12-31,"270,75",354,2092.0,5.91,35
1982BB,2019-01-01,2019-01-31,"284,33",31,2313.0,74.61,35
1982BB,2019-01-02,2019-02-28,"257,99",58,2091.0,36.05,35
1982BB,2019-01-03,2019-03-31,"283,95",88,2307.0,26.22,35
1982BB,2019-01-04,2019-04-30,"274,82",117,2229.0,19.05,35
1982BB,2019-01-05,2019-05-31,"282,89",147,2301.0,15.65,35
1982BB,2019-01-06,2019-06-30,"232,49",176,1874.0,10.65,35
1982BB,2019-01-07,2019-07-31,"236,12",206,1910.0,9.27,35
1982BB,2019-01-08,2019-08-31,"236,74",236,1912.0,8.1,35
1982BB,2019-01-09,2019-09-30,"224,93",265,1816.0,6.85,35
1982BB,2019-01-10,2019-10-31,"231,82",295,1874.0,6.35,35
1982BB,2019-01-11,2019-11-30,"222,28",324,1795.0,5.54,35
1982BB,2019-01-12,2019-12-31,"228,31",354,1846.0,5.21,35
1982BB,2020-01-01,2020-01-31,"263,30",31,1849.0,59.65,35
1982BB,2020-01-02,2020-02-29,"247,37",59,1733.0,29.37,35
1982BB,2020-01-03,2020-03-31,"265,34",89,1863.0,20.93,35
1982BB,2020-01-04,2020-04-30,"258,20",118,1817.0,15.4,35
1982BB,2020-01-05,2020-05-31,"267,13",148,1882.0,12.72,35
1982BB,2020-01-06,2020-06-30,"262,79",177,1849.0,10.45,35
1982BB,2020-01-07,2020-07-31,"272,57",207,1918.0,9.27,35
1982BB,2020-01-08,2020-08-31,"274,04",237,1928.0,8.14,35
1982BB,2020-01-09,2020-09-30,"261,12",266,1836.0,6.9,35
1982BB,2020-01-10,2020-10-31,"265,78",296,1871.0,6.32,35
1982BB,2020-01-11,2020-11-30,"242,90",325,1754.0,5.4,35
1981BB,2018-01-01,2018-12-31,"3 551,14",365,,,21
1981BB,2019-01-01,2019-04-30,"1 282,32",120,9873.0,82.28,21
1981BB,2019-01-05,2019-05-31,"321,05",147,2475.0,16.84,21
1981BB,2019-01-06,2019-06-30,"324,50",176,2617.0,14.87,21
1981BB,2019-01-07,2019-07-31,"350,04",206,2831.0,13.74,21
1981BB,2019-01-08,2019-08-31,"352,19",236,2848.0,12.07,21
1981BB,2019-01-09,2019-09-30,"338,78",265,2737.0,10.33,21
1981BB,2019-01-10,2019-10-31,"352,69",295,2852.0,9.67,21
1981BB,2019-01-11,2019-11-30,"342,02",324,2757.0,8.51,21
1981BB,2019-01-12,2019-12-31,"349,65",354,2824.0,7.98,21
1981BB,2020-01-01,2020-01-31,"400,83",31,2813.0,90.74,21
1981BB,2020-01-02,2020-02-29,"370,92",59,2582.0,43.76,21
1981BB,2020-01-03,2020-03-31,"388,40",89,2697.0,30.3,21
1981BB,2020-01-04,2020-04-30,"372,01",118,2593.0,21.97,21
1981BB,2020-01-05,2020-05-31,"384,03",148,2679.0,18.1,21
1981BB,2020-01-06,2020-06-30,"378,30",177,2636.0,14.89,21
1981BB,2020-01-07,2020-07-31,"393,81",207,2757.0,13.32,21
1981BB,2020-01-08,2020-08-31,"400,65",237,2812.0,11.86,21
1981BB,2020-01-09,2020-09-30,"386,26",266,2707.0,10.18,21
1981BB,2020-01-10,2020-10-31,"398,29",296,2793.0,9.44,21
1981BB,2020-01-11,2020-11-30,"371,33",325,2683.0,8.26,21
1979BB,2018-01-01,2018-12-31,"2 124,14",365,,,24
1979BB,2019-01-01,2019-01-31,"162,61",31,1145.0,36.94,24
1979BB,2019-01-02,2019-02-28,"136,96",58,1047.0,18.05,24
1979BB,2019-01-03,2019-03-31,"155,38",88,1198.0,13.61,24
1979BB,2019-01-04,2019-04-30,"158,87",117,1225.0,10.47,24
1979BB,2019-01-05,2019-05-31,"151,48",147,1163.0,7.91,24
1979BB,2019-01-06,2019-06-30,"128,59",176,91.0,0.52,24
1979BB,2019-01-07,2019-07-31,"147,39",206,1128.0,5.48,24
1979BB,2019-01-08,2019-08-31,"208,22",236,1637.0,6.94,24
1979BB,2019-01-09,2019-09-30,"290,87",265,2329.0,8.79,24
1979BB,2019-01-10,2019-10-31,"304,80",295,2447.0,8.29,24
1979BB,2019-01-11,2019-11-30,"292,90",324,2348.0,7.25,24
1979BB,2019-01-12,2019-12-31,"300,36",354,2411.0,6.81,24
1979BB,2020-01-01,2020-01-31,"345,33",31,2409.0,77.71,24
1979BB,2020-01-02,2020-02-29,"325,29",59,2264.0,38.37,24
1979BB,2020-01-03,2020-03-31,"347,51",89,2411.0,27.09,24
1979BB,2020-01-04,2020-04-30,"349,70",118,2425.0,20.55,24
1979BB,2020-01-05,2020-05-31,"360,88",148,2507.0,16.94,24
1979BB,2020-01-06,2020-06-30,"353,44",177,2453.0,13.86,24
1979BB,2020-01-07,2020-07-31,"372,58",207,2597.0,12.55,24
1979BB,2020-01-08,2020-08-31,"378,05",237,2643.0,11.15,24
1979BB,2020-01-09,2020-09-30,"360,15",266,2517.0,9.46,24
1979BB,2020-01-10,2020-10-31,"368,25",296,2579.0,8.71,24
1979BB,2020-01-11,2020-11-30,"341,22",325,2466.0,7.59,24
1987KO,2018-01-01,2018-05-31,"1 309,08",151,,,31
1987KO,2018-01-06,2018-06-30,"263,90",176,2031.0,11.54,31
1987KO,2018-01-07,2018-07-31,"272,48",206,2101.0,10.2,31
1987KO,2018-01-08,2018-08-31,"264,09",236,2116.0,8.97,31
1987KO,2018-01-09,2018-09-30,"254,11",265,2020.0,7.62,31
1987KO,2018-01-10,2018-10-31,"261,27",295,2079.0,7.05,31
1987KO,2018-01-11,2018-11-30,"252,17",324,2004.0,6.19,31
1987KO,2018-01-12,2018-12-31,"258,84",354,2059.0,5.82,31
1987KO,2019-01-01,2019-01-31,"285,70",31,2070.0,66.77,31
1987KO,2019-01-02,2019-02-28,"259,11",58,1871.0,32.26,31
1987KO,2019-01-03,2019-03-31,"286,50",88,2076.0,23.59,31
1987KO,2019-01-04,2019-04-30,"277,82",117,2011.0,17.19,31
1987KO,2019-01-05,2019-05-31,"287,97",147,2087.0,14.2,31
1987KO,2019-01-06,2019-06-30,"285,03",176,2065.0,11.73,31
1987KO,2019-01-07,2019-07-31,"291,05",206,2110.0,10.24,31
1987KO,2019-01-08,2019-08-31,"292,25",236,2119.0,8.98,31
1987KO,2019-01-09,2019-09-30,"280,63",265,2032.0,7.67,31
1987KO,2019-01-10,2019-10-31,"290,51",295,2106.0,7.14,31
1987KO,2019-01-11,2019-11-30,"280,09",324,2028.0,6.26,31
1987KO,2019-01-12,2019-12-31,"287,71",354,2085.0,5.89,31
1987KO,2020-01-01,2020-01-31,"286,55",31,2086.0,67.29,31
1987KO,2020-01-02,2020-02-29,"269,73",59,1959.0,33.2,31
1987KO,2020-01-03,2020-03-31,"286,29",89,2084.0,23.42,31
1987KO,2020-01-04,2020-04-30,"313,44",118,2289.0,19.4,31
1987KO,2020-01-05,2020-05-31,"340,20",148,2491.0,16.83,31
1987KO,2020-01-06,2020-06-30,"350,40",177,2568.0,14.51,31
1987KO,2020-01-07,2020-07-31,"371,86",207,2730.0,13.19,31
1987KO,2020-01-08,2020-08-31,"377,43",237,2772.0,11.7,31
1987KO,2020-01-09,2020-09-30,"363,92",266,2670.0,10.04,31
1987KO,2020-01-10,2020-10-31,"372,92",296,2738.0,9.25,31
1987KO,2020-01-11,2020-11-30,"344,96",325,2604.0,8.01,31
1014KO,2018-01-01,2018-01-31,"263,35",31,2340.0,75.48,35
1014KO,2018-01-02,2018-02-28,"242,31",58,2118.0,36.52,35
1014KO,2018-01-03,2018-03-31,"262,66",88,2333.0,26.51,35
1014KO,2018-01-04,2018-04-30,"256,93",117,2272.0,19.42,35
1014KO,2018-01-05,2018-05-31,"267,90",147,2388.0,16.24,35
1014KO,2018-01-06,2018-06-30,"263,65",176,2343.0,13.31,35
1014KO,2018-01-07,2018-07-31,"287,04",206,2588.0,12.56,35
1014KO,2018-01-08,2018-08-31,"296,04",236,2682.0,11.36,35
1014KO,2018-01-09,2018-09-30,"273,43",265,2424.0,9.15,35
1014KO,2018-01-10,2018-10-31,"271,74",295,2407.0,8.16,35
1014KO,2018-01-11,2018-11-30,"258,38",324,2267.0,7.0,35
1014KO,2018-01-12,2018-12-31,"263,76",354,2323.0,6.56,35
1014KO,2019-01-01,2019-01-31,"292,84",31,2321.0,74.87,35
1014KO,2019-01-02,2019-02-28,"269,57",58,2106.0,36.31,35
1014KO,2019-01-03,2019-03-31,"293,52",88,2328.0,26.45,35
1014KO,2019-01-04,2019-04-30,"286,89",117,2266.0,19.37,35
1014KO,2019-01-05,2019-05-31,"297,00",147,2360.0,16.05,35
1014KO,2019-01-06,2019-06-30,"307,80",176,2460.0,13.98,35
1014KO,2019-01-07,2019-07-31,"312,52",206,2503.0,12.15,35
1014KO,2019-01-08,2019-08-31,"323,76",236,2607.0,11.05,35
1014KO,2019-01-09,2019-09-30,"299,59",265,2384.0,9.0,35
1014KO,2019-01-10,2019-10-31,"302,51",295,2411.0,8.17,35
1014KO,2019-01-11,2019-11-30,"291,61",324,2310.0,7.13,35
1014KO,2019-01-12,2019-12-31,"297,45",354,2364.0,6.68,35
1014KO,2020-01-01,2020-01-31,"288,87",31,2351.0,75.84,35
1014KO,2020-01-02,2020-02-29,"273,50",59,2204.0,37.36,35
1014KO,2020-01-03,2020-03-31,"298,84",89,2447.0,27.49,35
1014KO,2020-01-04,2020-04-30,"327,21",118,2720.0,23.05,35
1014KO,2020-01-05,2020-05-31,"338,90",148,2832.0,19.14,35
1014KO,2020-01-06,2020-06-30,"359,81",177,2942.0,16.62,35
1014KO,2020-01-07,2020-07-31,"366,19",207,3094.0,14.95,35
1014KO,2020-01-08,2020-08-31,"373,23",237,3162.0,13.34,35
1014KO,2020-01-09,2020-09-30,"366,53",266,3037.0,11.42,35
1014KO,2020-01-10,2020-10-31,"361,00",296,3044.0,10.28,35
1014KO,2020-01-11,2020-11-30,"303,75",325,2917.0,8.98,35
1016KO,2018-01-01,2018-01-31,"283,59",31,2289.0,73.84,35
1016KO,2018-01-02,2018-02-28,"258,41",58,2080.0,35.86,35
1016KO,2018-01-03,2018-03-31,"283,95",88,2292.0,26.05,35
1016KO,2018-01-04,2018-04-30,"274,91",117,2217.0,18.95,35
1016KO,2018-01-05,2018-05-31,"285,03",147,2301.0,15.65,35
1016KO,2018-01-06,2018-06-30,"276,96",176,2234.0,12.69,35
1016KO,2018-01-07,2018-07-31,"286,28",206,2310.0,11.21,35
1016KO,2018-01-08,2018-08-31,"289,29",236,2335.0,9.89,35
1016KO,2018-01-09,2018-09-30,"277,06",265,2219.0,8.37,35
1016KO,2018-01-10,2018-10-31,"312,12",295,2508.0,8.5,35
1016KO,2018-01-11,2018-11-30,"332,14",324,2673.0,8.25,35
1016KO,2018-01-12,2018-12-31,"342,46",354,2758.0,7.79,35
1016KO,2019-01-01,2019-01-31,"376,94",31,2762.0,89.1,35
1016KO,2019-01-02,2019-02-28,"339,67",58,2483.0,42.81,35
