SITE_NAME,BEGIN,END,PERIOD_EUR,DAYS_INVOICE,KWH_NEW,DAYLY_AVERAGE_CONSUMPTION,INVOICES
0001BB,2018-01-01,2018-01-31,"316,46",31,2447.0,78.94,35
0001BB,2018-01-02,2018-02-28,"286,82",58,2211.0,38.12,35
0001BB,2018-01-03,2018-03-31,"317,32",88,2450.0,27.84,35
0001BB,2018-01-04,2018-04-30,"315,00",117,2431.0,20.78,35
0001BB,2018-01-05,2018-05-31,"333,37",147,2574.0,17.51,35
0001BB,2018-01-06,2018-06-30,"365,27",176,2830.0,16.08,35
0001BB,2018-01-07,2018-07-31,"390,39",206,3028.0,14.7,35
0001BB,2018-01-08,2018-08-31,"393,99",236,3053.0,12.94,35
0001BB,2018-01-09,2018-09-30,"378,35",265,2915.0,11.0,35
0001BB,2018-01-10,2018-10-31,"387,05",295,2986.0,10.12,35
0001BB,2018-01-11,2018-11-30,"372,47",324,2871.0,8.86,35
0001BB,2018-01-12,2018-12-31,"399,30",354,3086.0,8.72,35
0001BB,2019-01-01,2019-01-31,"381,40",31,3094.0,99.81,35
0001BB,2019-01-02,2019-02-28,"345,87",58,2767.0,47.71,35
0001BB,2019-01-03,2019-03-31,"378,18",88,3059.0,34.76,35
0001BB,2019-01-04,2019-04-30,"340,84",117,2761.0,23.6,35
0001BB,2019-01-05,2019-05-31,"349,26",147,2844.0,19.35,35
0001BB,2019-01-06,2019-06-30,"369,19",176,3009.0,17.1,35
0001BB,2019-01-07,2019-07-31,"371,20",206,3016.0,14.64,35
0001BB,2019-01-08,2019-08-31,"380,42",236,3089.0,13.09,35
0001BB,2019-01-09,2019-09-30,"361,36",265,2914.0,11.0,35
0001BB,2019-01-10,2019-10-31,"366,70",295,2963.0,10.04,35
0001BB,2019-01-11,2019-11-30,"345,89",324,2797.0,8.63,35
0001BB,2019-01-12,2019-12-31,"353,08",354,2859.0,8.08,35
0001BB,2020-01-01,2020-01-31,"414,93",31,2863.0,92.35,35
0001BB,2020-01-02,2020-02-29,"387,22",59,2663.0,45.14,35
0001BB,2020-01-03,2020-03-31,"403,25",89,2759.0,31.0,35
0001BB,2020-01-04,2020-04-30,"390,79",118,2680.0,22.71,35
0001BB,2020-01-05,2020-05-31,"407,48",148,2797.0,18.9,35
0001BB,2020-01-06,2020-06-30,"407,77",177,2796.0,15.8,35
0001BB,2020-01-07,2020-07-31,"429,09",207,2952.0,14.26,35
0001BB,2020-01-08,2020-08-31,"435,98",237,3014.0,12.72,35
0001BB,2020-01-09,2020-09-30,"411,97",266,2857.0,10.74,35
0001BB,2020-01-10,2020-10-31,"413,41",296,2905.0,9.81,35
0001BB,2020-01-11,2020-11-30,"383,02",325,2755.0,8.48,35
0001BR,2018-01-01,2018-01-31,"266,43",31,2438.0,78.65,35
0001BR,2018-01-02,2018-02-28,"242,33",58,2211.0,38.12,35
0001BR,2018-01-03,2018-03-31,"267,95",88,2453.0,27.88,35
0001BR,2018-01-04,2018-04-30,"263,78",117,2414.0,20.63,35
0001BR,2018-01-05,2018-05-31,"274,62",147,2517.0,17.12,35
0001BR,2018-01-06,2018-06-30,"268,63",176,2461.0,13.98,35
0001BR,2018-01-07,2018-07-31,"279,26",206,2560.0,12.43,35
0001BR,2018-01-08,2018-08-31,"283,07",236,2597.0,11.0,35
0001BR,2018-01-09,2018-09-30,"267,99",265,2436.0,9.19,35
0001BR,2018-01-10,2018-10-31,"274,50",295,2497.0,8.46,35
0001BR,2018-01-11,2018-11-30,"263,82",324,2397.0,7.4,35
0001BR,2018-01-12,2018-12-31,"269,69",354,2452.0,6.93,35
0001BR,2019-01-01,2019-01-31,"264,03",31,2460.0,79.35,35
0001BR,2019-01-02,2019-02-28,"239,96",58,2229.0,38.43,35
0001BR,2019-01-03,2019-03-31,"265,56",88,2475.0,28.12,35
0001BR,2019-01-04,2019-04-30,"258,76",117,2410.0,20.6,35
0001BR,2019-01-05,2019-05-31,"268,92",147,2508.0,17.06,35
0001BR,2019-01-06,2019-06-30,"270,94",176,2529.0,14.37,35
0001BR,2019-01-07,2019-07-31,"277,63",206,2593.0,12.59,35
0001BR,2019-01-08,2019-08-31,"278,60",236,2603.0,11.03,35
0001BR,2019-01-09,2019-09-30,"277,20",265,2595.0,9.79,35
0001BR,2019-01-10,2019-10-31,"288,79",295,2708.0,9.18,35
0001BR,2019-01-11,2019-11-30,"277,07",324,2595.0,8.01,35
0001BR,2019-01-12,2019-12-31,"282,57",354,2648.0,7.48,35
0001BR,2020-01-01,2020-01-31,"330,81",31,2600.0,83.87,35
0001BR,2020-01-02,2020-02-29,"311,57",59,2445.0,41.44,35
0001BR,2020-01-03,2020-03-31,"330,32",89,2609.0,29.31,35
0001BR,2020-01-04,2020-04-30,"332,70",118,2629.0,22.28,35
0001BR,2020-01-05,2020-05-31,"345,77",148,2735.0,18.48,35
0001BR,2020-01-06,2020-06-30,"339,78",177,2687.0,15.18,35
0001BR,2020-01-07,2020-07-31,"360,33",207,2854.0,13.79,35
0001BR,2020-01-08,2020-08-31,"364,21",237,2886.0,12.18,35
0001BR,2020-01-09,2020-09-30,"348,79",266,2761.0,10.38,35
0001BR,2020-01-10,2020-10-31,"353,90",296,2802.0,9.47,35
0001BR,2020-01-11,2020-11-30,"338,44",325,2677.0,8.24,35
0001KO,2018-01-01,2018-01-31,"268,53",31,2179.0,70.29,35
0001KO,2018-01-02,2018-02-28,"243,47",58,1971.0,33.98,35
0001KO,2018-01-03,2018-03-31,"269,98",88,2191.0,24.9,35
0001KO,2018-01-04,2018-04-30,"291,55",117,2370.0,20.26,35
0001KO,2018-01-05,2018-05-31,"324,92",147,2647.0,18.01,35
0001KO,2018-01-06,2018-06-30,"323,35",176,2634.0,14.97,35
0001KO,2018-01-07,2018-07-31,"343,43",206,2799.0,13.59,35
0001KO,2018-01-08,2018-08-31,"356,57",236,2908.0,12.32,35
0001KO,2018-01-09,2018-09-30,"307,29",265,2483.0,9.37,35
0001KO,2018-01-10,2018-10-31,"284,72",295,2297.0,7.79,35
0001KO,2018-01-11,2018-11-30,"264,46",324,2130.0,6.57,35
0001KO,2018-01-12,2018-12-31,"308,02",354,2489.0,7.03,35
0001KO,2019-01-01,2019-01-31,"364,03",31,2679.0,86.42,35
0001KO,2019-01-02,2019-02-28,"330,63",58,2429.0,41.88,35
0001KO,2019-01-03,2019-03-31,"359,89",88,2648.0,30.09,35
0001KO,2019-01-04,2019-04-30,"337,18",117,2478.0,21.18,35
0001KO,2019-01-05,2019-05-31,"344,79",147,2535.0,17.24,35
0001KO,2019-01-06,2019-06-30,"391,43",176,2884.0,16.39,35
0001KO,2019-01-07,2019-07-31,"389,82",206,2872.0,13.94,35
0001KO,2019-01-08,2019-08-31,"403,99",236,2978.0,12.62,35
0001KO,2019-01-09,2019-09-30,"343,99",265,2529.0,9.54,35
0001KO,2019-01-10,2019-10-31,"338,38",295,2487.0,8.43,35
0001KO,2019-01-11,2019-11-30,"324,62",324,2384.0,7.36,35
0001KO,2019-01-12,2019-12-31,"335,17",354,2463.0,6.96,35
0001KO,2020-01-01,2020-01-31,"331,90",31,2454.0,79.16,35
0001KO,2020-01-02,2020-02-29,"321,70",59,2377.0,40.29,35
0001KO,2020-01-03,2020-03-31,"350,71",89,2596.0,29.17,35
0001KO,2020-01-04,2020-04-30,"365,40",118,2675.0,22.67,35
0001KO,2020-01-05,2020-05-31,"375,22",148,2781.0,18.79,35
0001KO,2020-01-06,2020-06-30,"402,77",177,2989.0,16.89,35
0001KO,2020-01-07,2020-07-31,"446,89",207,3322.0,16.05,35
0001KO,2020-01-08,2020-08-31,"418,67",237,3109.0,13.12,35
0001KO,2020-01-09,2020-09-30,"392,44",266,2911.0,10.94,35
0001KO,2020-01-10,2020-10-31,"370,72",296,2747.0,9.28,35
0001KO,2020-01-11,2020-11-30,"354,55",325,2625.0,8.08,35
0002BB,2018-01-01,2018-01-31,"310,46",31,2376.0,76.65,35
0002BB,2018-01-02,2018-02-28,"283,07",58,2160.0,37.24,35
0002BB,2018-01-03,2018-03-31,"313,01",88,2390.0,27.16,35
0002BB,2018-01-04,2018-04-30,"311,80",117,2378.0,20.32,35
0002BB,2018-01-05,2018-05-31,"330,93",147,2529.0,17.2,35
0002BB,2018-01-06,2018-06-30,"363,65",176,2790.0,15.85,35
0002BB,2018-01-07,2018-07-31,"388,77",206,2988.0,14.5,35
0002BB,2018-01-08,2018-08-31,"393,19",236,3019.0,12.79,35
0002BB,2018-01-09,2018-09-30,"376,62",265,2873.0,10.84,35
0002BB,2018-01-10,2018-10-31,"384,79",295,2940.0,9.97,35
0002BB,2018-01-11,2018-11-30,"369,46",324,2821.0,8.71,35
0002BB,2018-01-12,2018-12-31,"395,45",354,3029.0,8.56,35
0002BB,2019-01-01,2019-01-31,"378,02",31,3033.0,97.84,35
0002BB,2019-01-02,2019-02-28,"339,51",58,2684.0,46.28,35
0002BB,2019-01-03,2019-03-31,"376,16",88,3008.0,34.18,35
0002BB,2019-01-04,2019-04-30,"332,01",117,2663.0,22.76,35
0002BB,2019-01-05,2019-05-31,"339,86",147,2741.0,18.65,35
0002BB,2019-01-06,2019-06-30,"364,23",176,2952.0,16.77,35
0002BB,2019-01-07,2019-07-31,"363,68",206,2914.0,14.15,35
0002BB,2019-01-08,2019-08-31,"368,84",236,2965.0,12.56,35
0002BB,2019-01-09,2019-09-30,"352,21",265,2819.0,10.64,35
0002BB,2019-01-10,2019-10-31,"364,86",295,2927.0,9.92,35
0002BB,2019-01-11,2019-11-30,"346,35",324,2773.0,8.56,35
0002BB,2019-01-12,2019-12-31,"351,90",354,2822.0,7.97,35
0002BB,2020-01-01,2020-01-31,"406,02",31,2830.0,91.29,35
0002BB,2020-01-02,2020-02-29,"378,86",59,2625.0,44.49,35
0002BB,2020-01-03,2020-03-31,"396,33",89,2734.0,30.72,35
0002BB,2020-01-04,2020-04-30,"382,45",118,2644.0,22.41,35
0002BB,2020-01-05,2020-05-31,"397,69",148,2753.0,18.6,35
0002BB,2020-01-06,2020-06-30,"399,57",177,2763.0,15.61,35
0002BB,2020-01-07,2020-07-31,"418,43",207,2904.0,14.03,35
0002BB,2020-01-08,2020-08-31,"425,38",237,2962.0,12.5,35
0002BB,2020-01-09,2020-09-30,"406,82",266,2828.0,10.63,35
0002BB,2020-01-10,2020-10-31,"412,79",296,2875.0,9.71,35
0002BB,2020-01-11,2020-11-30,"381,14",325,2739.0,8.43,35
0002BR,2018-01-01,2018-01-31,"239,96",31,2187.0,70.55,35
0002BR,2018-01-02,2018-02-28,"218,51",58,1985.0,34.22,35
0002BR,2018-01-03,2018-03-31,"242,16",88,2209.0,25.1,35
0002BR,2018-01-04,2018-04-30,"235,47",117,2151.0,18.38,35
0002BR,2018-01-05,2018-05-31,"245,79",147,2251.0,15.31,35
0002BR,2018-01-06,2018-06-30,"241,00",176,2207.0,12.54,35
0002BR,2018-01-07,2018-07-31,"249,83",206,2290.0,11.12,35
0002BR,2018-01-08,2018-08-31,"252,45",236,2316.0,9.81,35
0002BR,2018-01-09,2018-09-30,"239,10",265,2172.0,8.2,35
0002BR,2018-01-10,2018-10-31,"244,03",295,2216.0,7.51,35
0002BR,2018-01-11,2018-11-30,"254,38",324,2313.0,7.14,35
0002BR,2018-01-12,2018-12-31,"290,96",354,2659.0,7.51,35
0002BR,2019-01-01,2019-01-31,"284,26",31,2662.0,85.87,35
0002BR,2019-01-02,2019-02-28,"257,94",58,2409.0,41.53,35
0002BR,2019-01-03,2019-03-31,"288,61",88,2707.0,30.76,35
0002BR,2019-01-04,2019-04-30,"279,83",117,2624.0,22.43,35
0002BR,2019-01-05,2019-05-31,"289,18",147,2715.0,18.47,35
0002BR,2019-01-06,2019-06-30,"291,44",176,2741.0,15.57,35
0002BR,2019-01-07,2019-07-31,"298,72",206,2812.0,13.65,35
0002BR,2019-01-08,2019-08-31,"269,82",236,2537.0,10.75,35
0002BR,2019-01-09,2019-09-30,"257,19",265,2414.0,9.11,35
0002BR,2019-01-10,2019-10-31,"265,07",295,2489.0,8.44,35
0002BR,2019-01-11,2019-11-30,"257,13",324,2410.0,7.44,35
0002BR,2019-01-12,2019-12-31,"265,86",354,2493.0,7.04,35
0002BR,2020-01-01,2020-01-31,"319,43",31,2513.0,81.06,35
0002BR,2020-01-02,2020-02-29,"305,19",59,2400.0,40.68,35
0002BR,2020-01-03,2020-03-31,"333,77",89,2646.0,29.73,35
0002BR,2020-01-04,2020-04-30,"337,00",118,2674.0,22.66,35
0002BR,2020-01-05,2020-05-31,"334,85",148,2651.0,17.91,35
0002BR,2020-01-06,2020-06-30,"326,84",177,2586.0,14.61,35
0002BR,2020-01-07,2020-07-31,"347,07",207,2751.0,13.29,35
0002BR,2020-01-08,2020-08-31,"350,62",237,2780.0,11.73,35
0002BR,2020-01-09,2020-09-30,"335,86",266,2660.0,10.0,35
0002BR,2020-01-10,2020-10-31,"346,36",296,2745.0,9.27,35
0002BR,2020-01-11,2020-11-30,"331,97",325,2628.0,8.09,35
0002KO,2018-01-01,2018-01-31,"286,36",31,2312.0,74.58,35
0002KO,2018-01-02,2018-02-28,"259,13",58,2086.0,35.97,35
0002KO,2018-01-03,2018-03-31,"285,88",88,2308.0,26.23,35
0002KO,2018-01-04,2018-04-30,"278,29",117,2245.0,19.19,35
0002KO,2018-01-05,2018-05-31,"289,61",147,2339.0,15.91,35
0002KO,2018-01-06,2018-06-30,"282,26",176,2278.0,12.94,35
0002KO,2018-01-07,2018-07-31,"290,86",206,2348.0,11.4,35
0002KO,2018-01-08,2018-08-31,"293,27",236,2368.0,10.03,35
0002KO,2018-01-09,2018-09-30,"280,57",265,2248.0,8.48,35
0002KO,2018-01-10,2018-10-31,"286,88",295,2300.0,7.8,35
0002KO,2018-01-11,2018-11-30,"322,68",324,2595.0,8.01,35
0002KO,2018-01-12,2018-12-31,"343,31",354,2765.0,7.81,35
0002KO,2019-01-01,2019-01-31,"377,48",31,2766.0,89.23,35
0002KO,2019-01-02,2019-02-28,"341,94",58,2500.0,43.1,35
0002KO,2019-01-03,2019-03-31,"362,25",88,2652.0,30.14,35
0002KO,2019-01-04,2019-04-30,"339,67",117,2483.0,21.22,35
0002KO,2019-01-05,2019-05-31,"348,35",147,2548.0,17.33,35
0002KO,2019-01-06,2019-06-30,"343,81",176,2514.0,14.28,35
0002KO,2019-01-07,2019-07-31,"349,55",206,2557.0,12.41,35
0002KO,2019-01-08,2019-08-31,"351,96",236,2575.0,10.91,35
0002KO,2019-01-09,2019-09-30,"338,33",265,2473.0,9.33,35
0002KO,2019-01-10,2019-10-31,"348,62",295,2550.0,8.64,35
0002KO,2019-01-11,2019-11-30,"336,86",324,2462.0,7.6,35
0002KO,2019-01-12,2019-12-31,"344,61",354,2520.0,7.12,35
0002KO,2020-01-01,2020-01-31,"343,21",31,2524.0,81.42,35
0002KO,2020-01-02,2020-02-29,"331,69",59,2437.0,41.31,35
0002KO,2020-01-03,2020-03-31,"356,33",89,2623.0,29.47,35
0002KO,2020-01-04,2020-04-30,"357,52",118,2632.0,22.31,35
0002KO,2020-01-05,2020-05-31,"368,52",148,2715.0,18.34,35
0002KO,2020-01-06,2020-06-30,"360,57",177,2655.0,15.0,35
0002KO,2020-01-07,2020-07-31,"378,98",207,2794.0,13.5,35
0002KO,2020-01-08,2020-08-31,"385,74",237,2845.0,12.0,35
0002KO,2020-01-09,2020-09-30,"369,97",266,2726.0,10.25,35
0002KO,2020-01-10,2020-10-31,"379,38",296,2797.0,9.45,35
0002KO,2020-01-11,2020-11-30,"363,62",325,2678.0,8.24,35
0003BB,2018-01-01,2018-01-31,"271,90",31,2100.0,67.74,35
0003BB,2018-01-02,2018-02-28,"246,46",58,1897.0,32.71,35
0003BB,2018-01-03,2018-03-31,"272,70",88,2103.0,23.9,35
0003BB,2018-01-04,2018-04-30,"267,67",117,2062.0,17.62,35
0003BB,2018-01-05,2018-05-31,"278,24",147,2144.0,14.59,35
0003BB,2018-01-06,2018-06-30,"311,78",176,2409.0,13.69,35
0003BB,2018-01-07,2018-07-31,"345,06",206,2675.0,12.99,35
0003BB,2018-01-08,2018-08-31,"348,81",236,2701.0,11.44,35
0003BB,2018-01-09,2018-09-30,"280,38",265,2147.0,8.1,35
0003BB,2018-01-10,2018-10-31,"394,40",295,3052.0,10.35,35
0003BB,2018-01-11,2018-11-30,"327,92",324,2527.0,7.8,35
0003BB,2018-01-12,2018-12-31,"354,90",354,2742.0,7.75,35
0003BB,2019-01-01,2019-01-31,"337,04",31,2729.0,88.03,35
0003BB,2019-01-02,2019-02-28,"291,99",58,2353.0,40.57,35
0003BB,2019-01-03,2019-03-31,"319,91",88,2587.0,29.4,35
0003BB,2019-01-04,2019-04-30,"296,52",117,2392.0,20.44,35
0003BB,2019-01-05,2019-05-31,"306,30",147,2476.0,16.84,35
0003BB,2019-01-06,2019-06-30,"331,24",176,2673.0,15.19,35
0003BB,2019-01-07,2019-07-31,"352,67",206,2849.0,13.83,35
0003BB,2019-01-08,2019-08-31,"354,63",236,2868.0,12.15,35
0003BB,2019-01-09,2019-09-30,"338,53",265,2739.0,10.34,35
0003BB,2019-01-10,2019-10-31,"349,45",295,2832.0,9.6,35
0003BB,2019-01-11,2019-11-30,"333,53",324,2700.0,8.33,35
0003BB,2019-01-12,2019-12-31,"341,07",354,2764.0,7.81,35
0003BB,2020-01-01,2020-01-31,"392,85",31,2765.0,89.19,35
0003BB,2020-01-02,2020-02-29,"364,42",59,2544.0,43.12,35
0003BB,2020-01-03,2020-03-31,"383,97",89,2671.0,30.01,35
0003BB,2020-01-04,2020-04-30,"373,97",118,2608.0,22.1,35
0003BB,2020-01-05,2020-05-31,"385,30",148,2691.0,18.18,35
0003BB,2020-01-06,2020-06-30,"381,63",177,2663.0,15.05,35
0003BB,2020-01-07,2020-07-31,"398,15",207,2789.0,13.47,35
0003BB,2020-01-08,2020-08-31,"404,26",237,2839.0,11.98,35
0003BB,2020-01-09,2020-09-30,"386,06",266,2709.0,10.18,35
0003BB,2020-01-10,2020-10-31,"393,20",296,2765.0,9.34,35
0003BB,2020-01-11,2020-11-30,"366,39",325,2642.0,8.13,35
0003BR,2018-01-01,2018-01-31,"266,44",31,2437.0,78.61,35
0003BR,2018-01-02,2018-02-28,"241,91",58,2206.0,38.03,35
0003BR,2018-01-03,2018-03-31,"267,32",88,2446.0,27.8,35
0003BR,2018-01-04,2018-04-30,"264,79",117,2423.0,20.71,35
0003BR,2018-01-05,2018-05-31,"276,25",147,2532.0,17.22,35
0003BR,2018-01-06,2018-06-30,"270,43",176,2478.0,14.08,35
0003BR,2018-01-07,2018-07-31,"278,84",206,2556.0,12.41,35
0003BR,2018-01-08,2018-08-31,"283,15",236,2598.0,11.01,35
0003BR,2018-01-09,2018-09-30,"269,79",265,2453.0,9.26,35
0003BR,2018-01-10,2018-10-31,"275,51",295,2506.0,8.49,35
0003BR,2018-01-11,2018-11-30,"265,07",324,2409.0,7.44,35
0003BR,2018-01-12,2018-12-31,"270,01",354,2455.0,6.94,35
0003BR,2019-01-01,2019-01-31,"264,75",31,2467.0,79.58,35
0003BR,2019-01-02,2019-02-28,"240,77",58,2237.0,38.57,35
0003BR,2019-01-03,2019-03-31,"267,47",88,2494.0,28.34,35
0003BR,2019-01-04,2019-04-30,"260,39",117,2426.0,20.74,35
0003BR,2019-01-05,2019-05-31,"270,73",147,2526.0,17.18,35
0003BR,2019-01-06,2019-06-30,"274,67",176,2566.0,14.58,35
0003BR,2019-01-07,2019-07-31,"280,06",206,2618.0,12.71,35
0003BR,2019-01-08,2019-08-31,"279,72",236,2615.0,11.08,35
0003BR,2019-01-09,2019-09-30,"266,17",265,2484.0,9.37,35
0003BR,2019-01-10,2019-10-31,"291,59",295,2736.0,9.27,35
0003BR,2019-01-11,2019-11-30,"279,31",324,2617.0,8.08,35
0003BR,2019-01-12,2019-12-31,"283,77",354,2660.0,7.51,35
0003BR,2020-01-01,2020-01-31,"338,47",31,2662.0,85.87,35
0003BR,2020-01-02,2020-02-29,"321,27",59,2524.0,42.78,35
0003BR,2020-01-03,2020-03-31,"340,71",89,2694.0,30.27,35
0003BR,2020-01-04,2020-04-30,"341,86",118,2704.0,22.92,35
0003BR,2020-01-05,2020-05-31,"353,83",148,2801.0,18.93,35
0003BR,2020-01-06,2020-06-30,"346,60",177,2743.0,15.5,35
0003BR,2020-01-07,2020-07-31,"368,35",207,2920.0,14.11,35
0003BR,2020-01-08,2020-08-31,"362,49",237,2872.0,12.12,35
0003BR,2020-01-09,2020-09-30,"355,93",266,2818.0,10.59,35
0003BR,2020-01-10,2020-10-31,"361,39",296,2862.0,9.67,35
0003BR,2020-01-11,2020-11-30,"346,21",325,2739.0,8.43,35
0003KO,2018-01-01,2018-03-31,"985,04",90,6293.0,69.92,11
0003KO,2018-01-04,2018-06-30,"1 118,25",178,7082.0,39.79,11
0003KO,2018-01-07,2018-09-30,"1 066,96",267,6740.0,25.24,11
0003KO,2018-01-10,2018-12-31,"1 331,26",356,8423.0,23.66,11
0003KO,2019-01-01,2019-03-31,"1 373,30",90,7883.0,87.59,11
0003KO,2019-01-04,2019-06-30,"1 229,28",178,7024.0,39.46,11
0003KO,2019-01-07,2019-09-30,"1 251,45",267,7143.0,26.75,11
0003KO,2019-01-10,2019-12-31,"1 345,33",356,7707.0,21.65,11
0003KO,2020-01-01,2020-03-31,"1 058,29",91,6561.0,72.1,11
0003KO,2020-01-04,2020-06-30,"1 220,24",179,7511.0,41.96,11
0003KO,2020-01-07,2020-09-30,"1 270,14",268,7823.0,29.19,11
0004BB,2018-01-01,2018-01-31,"1 369,33",31,,,36
0004BB,2018-01-02,2018-02-28,"1 171,16",58,,,36
0004BB,2018-01-03,2018-03-31,"1 220,66",88,,,36
0004BB,2018-01-04,2018-04-30,"1 380,83",117,,,36
0004BB,2018-01-05,2018-05-31,"1 381,97",147,,,36
0004BB,2018-01-06,2018-06-30,"1 366,01",176,,,36
0004BB,2018-01-07,2018-07-31,"1 511,17",206,,,36
0004BB,2018-01-08,2018-08-31,"1 491,60",236,,,36
0004BB,2018-01-09,2018-09-30,"1 476,68",265,,,36
0004BB,2018-01-10,2018-10-31,"1 395,65",295,,,36
0004BB,2018-01-11,2018-11-30,"1 399,16",324,,,36
0004BB,2018-01-12,2018-12-31,"1 441,53",354,,,36
0004BB,2019-01-01,2019-01-31,"1 246,83",31,9410.0,303.55,36
0004BB,2019-01-01,2019-01-31,"2 026,85",31,,,36
0004BB,2019-01-02,2019-02-28,"1 822,67",58,,,36
0004BB,2019-01-03,2019-03-31,"2 094,83",88,,,36
0004BB,2019-01-04,2019-04-30,"1 866,93",117,,,36
0004BB,2019-01-05,2019-05-31,"1 865,73",147,,,36
0004BB,2019-01-06,2019-06-30,"2 257,01",176,,,36
0004BB,2019-01-07,2019-07-31,"1 975,05",206,,,36
0004BB,2019-01-08,2019-08-31,"1 939,54",236,,,36
0004BB,2019-01-09,2019-09-30,"1 484,00",265,,,36
0004BB,2019-01-10,2019-10-31,"1 599,01",295,,,36
0004BB,2019-01-11,2019-11-30,"1 481,88",324,,,36
0004BB,2019-01-12,2019-12-31,"1 312,28",354,9904.0,27.98,36
0004BB,2020-01-01,2020-01-31,"1 246,83",31,9410.0,303.55,36
0004BB,2020-01-02,2020-02-29,"1 254,11",59,9465.0,160.42,36
0004BB,2020-01-03,2020-03-31,"1 172,49",89,8849.0,99.43,36
0004BB,2020-01-04,2020-04-30,"1 220,86",118,9214.0,78.08,36
0004BB,2020-01-05,2020-05-31,"1 309,50",148,9883.0,66.78,36
0004BB,2020-01-06,2020-06-30,"1 199,13",177,9050.0,51.13,36
0004BB,2020-01-07,2020-07-31,"1 299,69",207,9809.0,47.39,36
0004BB,2020-01-08,2020-08-31,"1 319,97",237,9962.0,42.03,36
0004BB,2020-01-09,2020-09-30,"1 204,69",266,9092.0,34.18,36
0004BB,2020-01-10,2020-10-31,"1 144,80",296,8640.0,29.19,36
0004BB,2020-01-11,2020-11-30,"1 155,40",325,8720.0,26.83,36
0004BR,2018-01-01,2018-01-31,"244,43",31,2276.0,73.42,35
0004BR,2018-01-02,2018-02-28,"221,74",58,2057.0,35.47,35
0004BR,2018-01-03,2018-03-31,"245,26",88,2284.0,25.95,35
0004BR,2018-01-04,2018-04-30,"242,04",117,2253.0,19.26,35
0004BR,2018-01-05,2018-05-31,"251,58",147,2345.0,15.95,35
0004BR,2018-01-06,2018-06-30,"252,33",176,2297.0,13.05,35
0004BR,2018-01-07,2018-07-31,"262,18",206,2389.0,11.6,35
0004BR,2018-01-08,2018-08-31,"264,73",236,2414.0,10.23,35
0004BR,2018-01-09,2018-09-30,"253,64",265,2292.0,8.65,35
0004BR,2018-01-10,2018-10-31,"260,41",295,2355.0,7.98,35
0004BR,2018-01-11,2018-11-30,"249,82",324,2256.0,6.96,35
0004BR,2018-01-12,2018-12-31,"255,61",354,2310.0,6.53,35
0004BR,2019-01-01,2019-01-31,"249,80",31,2313.0,74.61,35
0004BR,2019-01-02,2019-02-28,"227,38",58,2098.0,36.17,35
0004BR,2019-01-03,2019-03-31,"251,13",88,2326.0,26.43,35
0004BR,2019-01-04,2019-04-30,"244,61",117,2264.0,19.35,35
0004BR,2019-01-05,2019-05-31,"253,85",147,2353.0,16.01,35
0004BR,2019-01-06,2019-06-30,"253,04",176,2347.0,13.34,35
0004BR,2019-01-07,2019-07-31,"258,77",206,2402.0,11.66,35
0004BR,2019-01-08,2019-08-31,"258,84",236,2403.0,10.18,35
0004BR,2019-01-09,2019-09-30,"246,13",265,2280.0,8.6,35
0004BR,2019-01-10,2019-10-31,"279,47",295,2610.0,8.85,35
0004BR,2019-01-11,2019-11-30,"270,28",324,2522.0,7.78,35
0004BR,2019-01-12,2019-12-31,"277,13",354,2588.0,7.31,35
0004BR,2020-01-01,2020-01-31,"331,44",31,2599.0,83.84,35
0004BR,2020-01-02,2020-02-29,"313,42",59,2454.0,41.59,35
0004BR,2020-01-03,2020-03-31,"330,33",89,2603.0,29.25,35
0004BR,2020-01-04,2020-04-30,"331,85",118,2616.0,22.17,35
0004BR,2020-01-05,2020-05-31,"341,35",148,2693.0,18.2,35
0004BR,2020-01-06,2020-06-30,"332,51",177,2622.0,14.81,35
0004BR,2020-01-07,2020-07-31,"349,96",207,2764.0,13.35,35
0004BR,2020-01-08,2020-08-31,"354,84",237,2804.0,11.83,35
0004BR,2020-01-09,2020-09-30,"342,00",266,2700.0,10.15,35
0004BR,2020-01-10,2020-10-31,"349,45",296,2760.0,9.32,35
0004BR,2020-01-11,2020-11-30,"326,93",325,2647.0,8.14,35
0004KO,2018-01-01,2018-01-31,"275,39",31,2206.0,71.16,35
0004KO,2018-01-02,2018-02-28,"250,09",58,1996.0,34.41,35
0004KO,2018-01-03,2018-03-31,"275,63",88,2208.0,25.09,35
0004KO,2018-01-04,2018-04-30,"268,16",117,2146.0,18.34,35
0004KO,2018-01-05,2018-05-31,"282,01",147,2261.0,15.38,35
0004KO,2018-01-06,2018-06-30,"273,94",176,2194.0,12.47,35
0004KO,2018-01-07,2018-07-31,"286,03",206,2293.0,11.13,35
0004KO,2018-01-08,2018-08-31,"289,89",236,2325.0,9.85,35
0004KO,2018-01-09,2018-09-30,"278,13",265,2213.0,8.35,35
0004KO,2018-01-10,2018-10-31,"336,37",295,2693.0,9.13,35
0004KO,2018-01-11,2018-11-30,"324,72",324,2597.0,8.02,35
0004KO,2018-01-12,2018-12-31,"334,67",354,2679.0,7.57,35
0004KO,2019-01-01,2019-01-31,"367,54",31,2678.0,86.39,35
0004KO,2019-01-02,2019-02-28,"332,53",58,2416.0,41.66,35
0004KO,2019-01-03,2019-03-31,"366,74",88,2672.0,30.36,35
0004KO,2019-01-04,2019-04-30,"328,53",117,2386.0,20.39,35
